"동별","독거노인별","항목","단위","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"장지동","저소득노인","80세 이상","","","","","","8","11","14","16","17","27","14","10","8","2","2",
"장지동","일   반","계","","","","","","600","585","529","593","536","543","551","584","962","970","657",
"장지동","일   반","65~79세","","","","","","468","457","389","408","432","433","456","492","747","753","543",
"장지동","일   반","80세 이상","","","","","","132","128","140","185","104","110","95","92","215","217","114",
"위례동","합계","계","","","","","","","113","112","249","243","256","322","405","675","711","548",
"위례동","합계","65~79세","","","","","","","90","73","167","186","196","274","334","522","553","446",
"위례동","합계","80세 이상","","","","","","","23","39","82","57","60","48","71","153","158","102",
"위례동","국민기초생활보장 수급권자","계","","","","","","","1","1","15","55","21","96","163","185","208","255",
"위례동","국민기초생활보장 수급권자","65~79세","","","","","","","0","0","11","32","12","56","113","127","142","175",
"위례동","국민기초생활보장 수급권자","80세 이상","","","","","","","1","1","4","23","9","40","50","58","66","80",
"위례동","저소득노인","계","","","","","","","4","7","10","12","25","15","19","21","21","16",
"위례동","저소득노인","65~79세","","","","","","","4","4","9","10","14","10","9","10","14","8",
"위례동","저소득노인","80세 이상","","","","","","","0","3","1","2","11","5","10","11","7","8",
"위례동","일   반","계","","","","","","","108","104","224","176","210","211","223","469","482","277",
"위례동","일   반","65~79세","","","","","","","86","69","147","144","170","208","212","385","397","263",
"위례동","일   반","80세 이상","","","","","","","22","35","77","32","40","3","11","84","85","14",
"잠실본동","합계","계","","","","","","578","578","601","618","686","780","888","943","1322","1388","1142",
"잠실본동","합계","65~79세","","","","","","478","478","459","510","547","640","744","781","1072","1138","932",
"잠실본동","합계","80세 이상","","","","","","100","100","142","108","139","140","144","162","250","250","210",
"잠실본동","국민기초생활보장 수급권자","계","","","","","","73","72","88","128","117","214","194","248","295","314","334",
"잠실본동","국민기초생활보장 수급권자","65~79세","","","","","","53","57","70","104","92","159","156","208","241","258","274",
"잠실본동","국민기초생활보장 수급권자","80세 이상","","","","","","20","15","18","24","25","55","38","40","54","56","60",
"잠실본동","저소득노인","계","","","","","","41","36","23","46","77","53","29","22","10","14","17",
"잠실본동","저소득노인","65~79세","","","","","","26","26","17","28","39","34","19","11","4","10","8",
"잠실본동","저소득노인","80세 이상","","","","","","15","10","6","18","38","19","10","11","6","4","9",
"잠실본동","일   반","계","","","","","","464","470","490","444","492","513","665","673","1017","1060","791",
"잠실본동","일   반","65~79세","","","","","","399","395","372","378","416","447","569","562","827","870","650",
"잠실본동","일   반","80세 이상","","","","","","65","75","118","66","76","66","96","111","190","190","141",
"잠실2동","합계","계","","","","","","358","358","382","379","404","408","486","526","502","495","533",
"잠실2동","합계","65~79세","","","","","","295","295","285","302","321","322","393","418","363","351","380",
"잠실2동","합계","80세 이상","","","","","","63","63","97","77","83","86","93","108","139","144","153",
"잠실2동","국민기초생활보장 수급권자","계","","","","","","1","5","5","2","5","6","9","11","12","8","10",
"잠실2동","국민기초생활보장 수급권자","65~79세","","","","","","1","4","5","1","2","2","4","6","6","2","4",
"잠실2동","국민기초생활보장 수급권자","80세 이상","","","","","","0","1","0","1","3","4","5","5","6","6","6",
"잠실2동","저소득노인","계","","","","","","5","4","4","2","5","7","3","3","4","3","2",
"잠실2동","저소득노인","65~79세","","","","","","4","2","2","1","4","6","1","","1","2","1",
"잠실2동","저소득노인","80세 이상","","","","","","1","2","2","1","1","1","2","3","3","1","1",
"잠실2동","일   반","계","","","","","","352","349","373","375","394","395","474","512","486","484","521",
"잠실2동","일   반","65~79세","","","","","","290","289","278","300","315","314","388","412","356","347","375",
"잠실2동","일   반","80세 이상","","","","","","62","60","95","75","79","81","86","100","130","137","146",
"잠실3동","합계","계","","","","","","503","503","548","561","561","607","704","737","728","736","765",
"잠실3동","합계","65~79세","","","","","","402","402","406","446","427","459","529","561","538","541","552",
"잠실3동","합계","80세 이상","","","","","","101","101","142","115","134","148","175","176","190","195","213",
"잠실3동","국민기초생활보장 수급권자","계","","","","","","11","11","10","9","10","13","16","22","22","20","15",
"잠실3동","국민기초생활보장 수급권자","65~79세","","","","","","9","8","8","7","8","9","11","11","12","10","9",
"잠실3동","국민기초생활보장 수급권자","80세 이상","","","","","","2","3","2","2","2","4","5","11","10","10","6",
"잠실3동","저소득노인","계","","","","","","9","6","5","4","4","1","4","6","6","6","3",
"잠실3동","저소득노인","65~79세","","","","","","4","2","2","2","3","1","3","3","3","1","1",
"잠실3동","저소득노인","80세 이상","","","","","","5","4","3","2","1","0","1","3","3","5","2",
"잠실3동","일   반","계","","","","","","483","486","533","548","547","593","684","709","700","710","747",
"잠실3동","일   반","65~79세","","","","","","389","392","396","437","416","449","515","547","523","530","542",
"잠실3동","일   반","80세 이상","","","","","","94","94","137","111","131","144","169","162","177","180","205",
"잠실4동","합계","계","","","","","","395","395","414","469","313","289","368","389","389","405","409",
"잠실4동","합계","65~79세","","","","","","298","298","286","324","239","224","292","304","286","297","298",
"잠실4동","합계","80세 이상","","","","","","97","97","128","145","74","65","76","85","103","108","111",
"잠실4동","국민기초생활보장 수급권자","계","","","","","","9","11","10","12","15","2","6","9","10","7","7",
"잠실4동","국민기초생활보장 수급권자","65~79세","","","","","","5","7","7","7","11","1","1","5","6","3","3",
"잠실4동","국민기초생활보장 수급권자","80세 이상","","","","","","4","4","3","5","4","1","5","4","4","4","4",
"잠실4동","저소득노인","계","","","","","","3","4","4","9","15","0","7","11","3","8","4",
"잠실4동","저소득노인","65~79세","","","","","","2","1","1","2","8","0","4","6","1","6","3",
"잠실4동","저소득노인","80세 이상","","","","","","1","3","3","7","7","0","3","5","2","2","1",
"잠실4동","일   반","계","","","","","","383","380","400","448","283","287","355","369","376","390","398",
"잠실4동","일   반","65~79세","","","","","","291","290","278","315","220","223","287","293","279","288","292",
"잠실4동","일   반","80세 이상","","","","","","92","90","122","133","63","64","68","76","97","102","106",
"잠실6동","합계","계","","","","","","258","258","253","251","271","270","310","343","360","371","375",
"잠실6동","합계","65~79세","","","","","","193","193","165","177","196","204","226","236","240","244","254",
"잠실6동","합계","80세 이상","","","","","","65","65","88","74","75","66","84","107","120","127","121",
"잠실6동","국민기초생활보장 수급권자","계","","","","","","4","3","2","3","4","5","3","5","10","16","12",
"잠실6동","국민기초생활보장 수급권자","65~79세","","","","","","3","3","2","0","2","3","1","4","8","11","9",
"잠실6동","국민기초생활보장 수급권자","80세 이상","","","","","","1","0","0","3","2","2","2","1","2","5","3",
"잠실6동","저소득노인","계","","","","","","3","3","1","0","1","1","3","2","3","3","3",
"잠실6동","저소득노인","65~79세","","","","","","2","1","0","0","0","1","1","","-","1","1",
"잠실6동","저소득노인","80세 이상","","","","","","1","2","1","0","1","0","2","2","3","2","2",
"잠실6동","일   반","계","","","","","","251","252","250","248","266","264","304","336","347","352","360",
"잠실6동","일   반","65~79세","","","","","","188","189","163","177","194","200","224","232","232","232","244",
"잠실6동","일   반","80세 이상","","","","","","63","63","87","71","72","64","80","104","115","120","116",
